  33New York                                           589             25.5537838      23   2   M   2   2   2 Assistant Principal                                                                                                                           Teacher                                                                Teacher                                                                Assistant Principal                                                       2    A    A    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    2    2    2    2    2    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    1    1    2    2    2    2    1    1    1    2    1    1    1    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    2    2    1    1    1    2    1    1    1    1    2    2    1    2    2    1    2    2    1    1    1    2    2    1    1    1    2    1    1    1    2    A    A    A    A    A    A    A    A
  33New York                                           590             25.4258986      21   2   2   2   2   2 Athletic Director                                                      Athletic Director                                                      Athletic Director                                                      Athletic Director                                                      Athletic Director                                                         1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    2    1    2    1    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    1    2    1    2    1    1    1    1    1    1    1    1    1    2    1    2    2    2    2    2    2
  33New York                                           591             17.1392662      42   1   1   1   1   1 Health/Physical Education Teacher                                      Health/Physical Education Teacher                                      Health/Physical Education Teacher                                      Health/Physical Education Teacher                                      Health/Physical Education Teacher                                         1    C    C    2    A    A    A    A    A    A    A    A    A    1    1    2    2    2    1    2    1    1    2    1    1    1    1    1    1    2    1    C    C    C    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    1    1    1    2    1    1    1    1    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    1    1    1    2    1    2    2    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    2    C    1    2    2    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    1    1    2    2    1    2    1    2    2    2    2    2    2    2    1    2    1    2    2    2    2    2    2    2    A    A    A    A    A    A    A    A    A
  33New York                                           593             24.5784013      21   2   2   2   2   2 Director of Athletics                                                  Director of Athletics                                                  Director of Athletics                                                  Director of Athletics                                                  Director of Athletics                                                     1    1    2    2    A    A    A    A    A    A    A    A    A    1    1    1    1    2    2    2    1    1    2    1    1    1    1    1    1    1    1    2    1    1    2    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    2    1    1    2    1    1    1    1    2    1    1    1    1    1    2    2    1    1    1    1    1    2    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    C    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    2    2    1    1    2    2    2    2    2    1    1    1    1    2    2    2    2    2    2    2    2    2    2    1    1    2    2    1    2    1    1    1    2    1    2    2    1    2    2    2    1    2    1    2    2    1    1    2    2    2    2    2    2    2    2    2    1    2    1    2    1    1    2    1    1    2    1    2    2    2    2    2    2
  33New York                                           594             16.5253347      41   2   2   2   2   2 Director of Physical Education and District Operations                 Director of Physical Education and District Operations                 Director of Physical Education and District Operations                 Director of Physical Education and District Operations                 Director of Physical Education and District Operations                    1    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    C    C    C    C    C    C    C    C    C    C    C    1    1    1    C    C    C    C    C    C    C    C    C    C    1    1    1    1    1    1    1    1    1    2    1    1    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    1    2    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    1    2    1    2    C    C    C    C    C    C    C    C    1    2    2    2    2    2    2    C    C    C    C    C    1    C    C    C    C    C    C    C    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    1    C    C    C    C    1    1    1    1    1    1    1    1    1    1    1    1    1    2    C    1    1    1    1    1    1    1    1    2    1    2    2    2    2    2    2
  33New York                                           595             24.5784013      21   2   2   2   2   2 Director of Health and Athletics                                       Director of Health and Athletics                                       Director of Health and Athletics                                       Director of Health and Athletics                                       Director of Health and Athletics                                          1    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    C    2    1    2    1    2    1    1    2    1    1    1    1    1    2    2    1    1    1    2    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    2    1    1    1    2    1    2    2    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1    2    1    2    1    2    2    1    2    1    1    1    1    2    1    1    2    2    1    1    2    1    2    1    2    1    1    1    2    1    1    1    1    1    2    1    2    2    2    2    2    2
  33New York                                           596             17.1734991      41   2   2   2   2   2 Director of Curriculum & Instruction                                   Director of Curriculum & Instruction                                   Director of Curriculum & Instruction                                   Director of Curriculum & Instruction                                   Director of Curriculum & Instruction                                      1    2    2    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    2    2    A    A    A    2    2    2    1    2    2    2    1    1    1    1    1    1    1    1    1    2    1    1    2    2    2    2    2    2    2    2    1    2    2    2    2    2    2    2    A    A    A    1    2    2    1    2    2    2    1    1    2    1    1    1    1    1    1    1    1    1    2    1    1    2    2    2    2    2    2    2    2    1    2    2    2    2    2    2    2    A    A    A    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    1    1    2    2    2    2    2    2    2    2    2    1    2    1    2    2    2    1    1    1    1    2    2    2    2    1    1    2    1    1    1    2    2    2    2    1    2    1    1    2    2    1    1    2    2    2    2    1    2    2    1    1    2    A    A    A    A    A    A    A    A    A
  33New York                                           600             17.0754083      21   2   2   2   2   2 Athletic Director                                                      Athletic Director                                                      Athletic Director                                                      Athletic Director                                                      Athletic Director                                                         2    A    A    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    1    2    2    2    2    2    1    2    2    2    2    C    1    2    2    2    2    C    2    2    1    1    1    1    1    1    1    1    1    1    1    1    2    1    C    2    1    3    1    1    1    2    1    1    2    2    1    2    1    2    2    2    1    2    1    2    2    2    1    2    1    1    2    1    1    2    2    1    2    2    2    2    2
  34North Carolina                                     601             16.7742676      43   2   2   2   2   2 Curriculum Director                                                    Curriculum Director                                                    Curriculum Director                                                    Curriculum Director                                                    Student Services Director                                                 1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    2    1    1    1    1    1    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    1    1    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    2    1    2    1    3    3    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    2    2    1    2    2    2    2    1    2    A    A    A    A    A    A    A    A
  34North Carolina                                     602             16.8571989      13   2   2   2   2   2 Wellness Coordinator                                                   Wellness Coordinator                                                   Wellness Coordinator                                                   Wellness Coordinator                                                   Wellness Coordinator                                                      2    A    A    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    1    1    2    2    2    1    2    1    1    1    1    1    1    1    1    1    2    2    2    2    2    1    1    1    1    2    2    2    2    2    2    2    2    2    2    1    2    1    1    1    1    1    2    1    2    2    2    2    1    1    1    1    1    1    1    1    1    2    2    2    2    2    1    1    1    1    2    2    2    2    2    2    2    2    2    2    1    2    1    1    1    1    1    2    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    2    2    2    2    2    1    2    1    2    1    2    1    1    1    1    2    2    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    1    2    2
  34North Carolina                                     603             17.0829139      41   2   2   2   2   2 Assistant Superintendent                                               Director of Elementary Education                                       Director of Middle School Education                                    Director of High School Education                                      Assistant Superintendent                                                  1    1    2    1    1    1    1    1    1    1    1    1    2    2    2    1    1    2    C    C    C    C    C    C    C    C    C    C    C    C    1    2    C    C    1    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    2    2    1    1    1    1    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    2    1    1    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    2    2    2    2    1    1    2    2    2    2    1    1    1    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    1    1    2    1    2    2    3    3    3    3    3    3    2    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    2    1    1    1    2    A    A    A    A    A    A    A    A    A
  34North Carolina                                     604             20.8008805      32   2   2   2   2   2 Chief Academic Officer                                                 Chief Academic Officer                                                 Chief Academic Officer                                                 Chief Academic Officer                                                 Chief Academic Officer                                                    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    2    1    2    1    1    1    1    1    1    1    1    1    1    2    1    2    1    2    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    2    2    1    1    2    2    2    1    1    2    1    1    2    1    1    1    1    1    1    1    1    1    1    1    2    1    2    2    1    1    2    1    1    2    1    1    1    2    2    1    1    1    1    1    1    2    2    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    2    2    A    A    A    A    A    A    A    A    A
  34North Carolina                                     605             16.7704801      41   2   M   M   M   M Assistant Superintendent                                               Assistant Superintendent                                               Assistant Superintendent                                               Assistant Superintendent                                               Assistant Superintendent                                                  1    1    1    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    1    2    2    2    2    2    2    2    2    2    2    1    1    2    1    1    2    2    2    1    1    1    1    2    1    2    2    3    1    1    2    1    1    2    2    2    1    1    1    1    1    1    2    1    1    1    1    2    2    2    2    2    1    2    M    M    M    M    M    M    M    M    M    M
  35North Dakota                                       607             22.0776165      43   2   M   M   M   M Superintendent                                                                                                                                                                                                                                                                                                                                                        1    2    2    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    1    1    1    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    1    2    2    2    2    2    2    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    M    M    M    M    M    M    M    M    M    M
  35North Dakota                                       608             22.0776165      43   2   2   2   2   2 PE Teacher                                                             PE Teacher                                                             PE Teacher                                                             PE Teacher                                                             PE Teacher                                                                1    1    2    1    1    1    2    1    1    1    1    1    2    2    2    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    C    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    2    2    1    2    2    1    2    2    1    1    1    1    1    2    2    1    2    2    1    1    1    1    2    A    A    A    A    A    A    A    A    A    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    C    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    2    1    2    2    2    1    1    2    1    2    1    2    2    3    3    3    3    2    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    1    1    1    1    1    2    2    2    2    1    1
  35North Dakota                                       609             22.0286330      42   2   2   2   2   2 Jr/Sr High School Principal                                            Elementary Principal                                                   Teacher                                                                Teacher                                                                Superintendent                                                            2    A    A    1    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    1    2    2    1    1    2    1    1    1    1    1    1    1    2    C    1    C    1    1    1    1    2    1    1    1    1    1    1    2    1    1    1    2    2    1    2    2    C    2    2    2    1    C    2    1    1    1    1    2    A    A    A    A    A    A    A    A    A    1    1    2    1    2    2    2    2    2    2    2    1    2    2    2    2    2    2    A    A    A    2    2    2    1    1    2    2    2    1    2    1    1    1    1    1    1    1    1    2    2    1    1    1    1    2    2    2    1    1    1    1    1    2    2    2    2    2    2    1    1    1    1    2    1    1    1    1    1    1    1    2    2    2    2    2    2    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    1    3    1    1    1    3    2    1    1    2    1    2    1    1    1    1    2    2    1    2    2    2    1    2    2    2    2    2    A    A    A    A    A    A    A    A    A
  35North Dakota                                       610             22.0286330      42   2   M   2   2   2 Elementary Principal                                                   Physical Education Instructor                                          Physical Education Instructor                                          Physical Education Instructor                                          Physical Education Instructor                                             1    1    2    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    1    1    1    1    1    1    1    1    1    C    1    1    1    1    C    C    C    C    1    1    1    C    C    C    C    1    1    1    C    C    C    C    1    C    C    C    2    2    2    1    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    C    C    C    C    1    1    1    1    2    1    1    1    1    C    C    C    C    2    2    2    2    2    2    2    2    1    2    1    1    1    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    1    2    2    2    2    2    2    2    2    2    2    1    1    2    2    2    1    2    1    2    1    2    2    2    2    1    2    2    2    2    1    2    2    1    2    2    2    2    2    2    2    2    2    2    1    1    1    2    2    2    1    2    A    A    A    A    A    A    A    A
  35North Dakota                                       612             14.7610338      42   2   2   2   2   2 Superintendent                                                         Health & Physical Education Teacher                                    Health & Physical Education Teacher                                    Health & Physical Education Teacher                                    Health & Physical Education Teacher                                       2    A    A    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1    2    2    1    2    2    2    1    2    1    1    1    1    1    1    1    2    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    2    2    2    2    2    2    1    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    1    1    1    1    1    1    2    2    2    2    2    1    1    1    2    1    1    1    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    2    2    2    2    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    2    2    2    2    1    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    1    2    1    2    A    A    A    A    A    A    A    A
  35North Dakota                                       614             22.0776165      43   2   2   2   2   2 Teacher                                                                Teacher                                                                Teacher                                                                Teacher                                                                Teacher                                                                   1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    2    2    1    2    2    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    C    1    2    1    2    1    1    1    1    1    3    1    2    2    1    1    2    1    2    2    1    1    1    2    1    1    1    2    1    1    1    2    1    1    1    1    1    2    2    2    2    1    1
  35North Dakota                                       615             18.6319063      43   2   2   2   2   2 Health/PE Instructor                                                   Health/PE Instructor                                                   Health/PE Instructor                                                   Health/PE Instructor                                                   Health/PE Instructor                                                      1    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    1    2    1    1    2    1    1    2    2    1    2    2    2    1    2    2    1    1    2    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    1    2    2    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    2    2    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    2    2    2    2    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    2    1    2    1    1    1    1    3    1    1    1    1    2    1    2    2    2    2    2    1    2    2    2    2    2    2    2    2    2    2    2    1    1    1    1    1    2    2    2    1    2
  35North Dakota                                       616             24.3277255      33   2   2   M   2   2 Curriculum/Professional Development Coordinator                        Physical Education Teacher                                             Physical Education Teacher                                             Physical Education Teacher                                             Curriculum/Professional Development Coordinator                           1    1    1    2    A    A    A    A    A    A    A    A    A    1    1    1    1    C    C    C    1    C    C    1    C    C    C    C    C    C    C    1    1    1    2    2    2    2    2    2    2    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    1    1    1    1    1    1    1    1    1    2    1    1    1    2    2    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    1    1    2    2    2    2    1    1    1    2    2    1    1    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    1    1    2    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    2    1    1    2    1    1    2    2    2    1    1    1    1    2    1    2    1    3    3    3    3    3    3    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    1    1    2    1    1    2    2    1    2    2    2    2    2
  35North Dakota                                       617             22.0776165      43   2   M   2   2   2 FACS Teacher                                                                                                                                  FACS Teacher                                                           FACS Teacher                                                           FACS Teacher                                                              1    1    1    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    2    1    1    1    1    1    3    1    2    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    A    A    A    A    A    A    A    A
  36Ohio                                               620             15.9180905      32   2   2   2   2   2 Director of Curriculum                                                 PE/Health Teacher                                                      PE/Health Teacher                                                      PE/Health Teacher                                                      Director of Curriculum                                                    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    1    2    1    1    1    1    1    1    1    1    A    A    A    1    1    1    2    2    2    2    1    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    2    2    1    2    2    2    2    1    F    2    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    2    2    2    2    2    2    2    1    F    2    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    1    2    1    2    2    1    2    2    2    2    2    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    1    2    2    1    2    2    2    F    2
  36Ohio                                               622             18.5905677      42   M   M   M   M   2                                                                                                                                                                                                                                                                                             AA to Superintendent                                                      M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    2    A    A    A    A    A    A    A    A    A
  36Ohio                                               623             22.0726316      41   2   2   2   2   2 Dir. of Teaching & Learning                                            Dir. of Teaching & Learning                                            Health Teacher                                                         Health Teacher                                                         Dir. of Teaching & Learning                                               1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    1    2    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    2    1    1    1    2    1    2    2    1    1    2    2    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    2    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    1    2    2    2    2    1    1    1    1    2    1    2    2    2    2    1    1    1    1    1    1    2    2    2    2    1    1    1    1    2    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1    1    1    2    1    1    2    1    1    1    2    2    1    1    2    2    1    2    1    2    2    2
  36Ohio                                               624             18.6276994      41   2   2   1   2   2 Health/PE Teacher                                                      Nurse                                                                  Nurse                                                                  Health/PE Teacher                                                      Health/PE Teacher                                                         1    1    2    2    A    A    A    A    A    A    A    A    A    2    2    2    2    2    2    2    2    2    2    1    1    2    2    2    2    2    1    A    A    A    2    2    2    2    2    2    2    1    1    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    2    2    2    2    2    1    1    1    2    1    1    1    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    2    1    2    1    1    1    1    2    1    1    1    2    2    2    1    2    2    2    2    2    2    2    2    2    1    1    2    2    1    1    1    2    A    A    A    A    A    A    A    A    A
